nct_id,parameter,arm,sex,como_cnt,age_std_m,base_m,age_std_s,base_s,participants
NCT00973479,sf36_pcs,0,1,2,-0.15999999999999998,43.31498390612247,0.6542170893518451,3.6540797903935216,5
NCT00973479,sf36_pcs,1,0,0,-0.6874587458745874,40.312608507984635,0.8203513045033874,9.209684804778457,202
NCT00973479,sf36_pcs,1,0,1,-0.47954545454545455,39.13643418760911,0.8755429888752629,9.334632641969979,88
NCT00973479,sf36_pcs,1,0,2,0.014814814814814808,39.53007238717074,0.7183952329730323,9.098307918260257,36
NCT00973479,sf36_pcs,1,1,0,-0.6133333333333333,40.64402227623311,0.8405940105653208,8.539396264285807,40
NCT00973479,sf36_pcs,1,1,1,-0.30666666666666664,40.48259303913075,0.50094647261065,7.907543048067455,20
NCT00973479,sf36_pcs,1,1,2,-0.14074074074074072,40.89188734581583,0.7777777777777778,11.222508128515994,9
NCT01009086,sf36_mcs,0,0,1,-0.8285714285714286,41.6539125930968,1.1266845119278022,19.505478122157008,7
NCT01009086,sf36_mcs,0,1,1,-0.7833333333333333,52.2947404374028,0.41588816160473113,18.110825237738172,4
NCT01009086,sf36_mcs,1,0,1,-0.753030303030303,44.835678554010514,0.804150096923153,15.031077310004255,88
NCT01009086,sf36_mcs,1,1,1,-0.9810344827586207,51.317702679734325,0.7559263330661408,15.838177029457027,116
NCT01009086,sf36_pcs,0,0,1,-0.8285714285714286,37.57940641520024,1.1266845119278022,13.191016589936414,7
NCT01009086,sf36_pcs,0,1,1,-0.7833333333333333,45.606688364474735,0.41588816160473113,20.357223390882606,4
NCT01009086,sf36_pcs,1,0,1,-0.753030303030303,41.233439581848174,0.804150096923153,12.931981669812746,88
NCT01009086,sf36_pcs,1,1,1,-0.9810344827586207,45.155452275121654,0.7559263330661408,13.014106455561087,116
NCT01077362,sf36_mcs,0,0,1,-0.8727272727272728,39.65908789209317,0.9781863241982506,16.461723120906072,11
NCT01077362,sf36_mcs,0,1,1,-0.9249999999999999,51.089883051800754,0.48656554722465883,16.81534821029069,8
NCT01077362,sf36_mcs,1,0,1,-0.6476190476190476,43.68080579638851,0.8206146290484769,14.59402567918481,56
NCT01077362,sf36_mcs,1,1,1,-0.9361111111111111,49.7640943042192,0.8167233540416468,16.294999066707504,48
NCT01077362,sf36_pcs,0,0,1,-0.8727272727272728,35.51636966927836,0.9781863241982506,8.562957148948298,11
NCT01077362,sf36_pcs,0,1,1,-0.9249999999999999,41.92973536316741,0.48656554722465883,18.397673846089464,8
NCT01077362,sf36_pcs,1,0,1,-0.6476190476190476,37.9106212551045,0.8206146290484769,13.05263927440909,56
NCT01077362,sf36_pcs,1,1,1,-0.9361111111111111,42.66851364608696,0.8167233540416468,13.265706739108257,48
NCT01106625,eq5d_index,0,0,0,-0.06666666666666667,0.9239,0.4363592060735584,0.07845139292983638,20
NCT01106625,eq5d_index,0,0,1,-0.175,0.9202083333333333,0.5045924361007093,0.09016602038397868,24
NCT01106625,eq5d_index,0,0,2,-0.3611111111111111,0.8530294117647059,0.5877857292347811,0.10037912534837162,36
NCT01106625,eq5d_index,0,1,0,-0.35555555555555557,0.9304117647058824,0.6821726153432011,0.08585165899935293,18
NCT01106625,eq5d_index,0,1,1,-0.007407407407407416,0.9256111111111112,0.4876990869573439,0.07329484283991682,18
NCT01106625,eq5d_index,0,1,2,-0.23666666666666666,0.900725,0.5598025700002791,0.09404417606254016,40
NCT01106625,eq5d_index,1,0,0,-0.5396825396825397,0.9285714285714286,0.640105811358911,0.07210448767488153,21
NCT01106625,eq5d_index,1,0,1,-0.16333333333333333,0.93175,0.704696027538165,0.09743439088081676,20
NCT01106625,eq5d_index,1,0,2,-0.145679012345679,0.8691111111111112,0.4677778116139149,0.07560643711572007,27
NCT01106625,eq5d_index,1,1,0,-0.4736842105263158,0.9286842105263158,0.5388120159796017,0.08100415121843993,19
NCT01106625,eq5d_index,1,1,1,-0.36333333333333334,0.93185,0.44405099543825777,0.07244328089870324,20
NCT01106625,eq5d_index,1,1,2,-0.14027777777777778,0.902468085106383,0.6294940868336651,0.08807354907265558,48
NCT01106625,sf36_mcs,0,0,0,-0.11176470588235295,50.14552592447647,0.42694453964033635,9.247933775455298,20
NCT01106625,sf36_mcs,0,0,1,-0.18333333333333332,49.41160500760456,0.5130213282027202,10.871273201901984,24
NCT01106625,sf36_mcs,0,0,2,-0.3096774193548387,47.72823797245193,0.5692927608933889,8.792573909353884,36
NCT01106625,sf36_mcs,0,1,0,-0.33978494623655914,54.81701377428656,0.684939540713264,5.0272367331486825,18
NCT01106625,sf36_mcs,0,1,1,0.014583333333333323,53.10705352441222,0.481852570442015,5.686181063387704,18
NCT01106625,sf36_mcs,0,1,2,-0.21642512077294684,50.93943165428407,0.5050601202939117,8.176851902634178,40
NCT01106625,sf36_mcs,1,0,0,-0.5423423423423424,49.155034381267974,0.6648423487429297,7.874686222989584,21
NCT01106625,sf36_mcs,1,0,1,-0.16666666666666669,52.53551844802364,0.6688535559934472,9.12214370470992,20
NCT01106625,sf36_mcs,1,0,2,-0.13866666666666666,46.91893195609289,0.4750156937376408,8.10829275085613,27
NCT01106625,sf36_mcs,1,1,0,-0.49215686274509807,53.22071469273184,0.5430961757644098,7.589413511341671,19
NCT01106625,sf36_mcs,1,1,1,-0.34814814814814815,53.45252033989093,0.44167390430328163,6.078832216399082,20
NCT01106625,sf36_mcs,1,1,2,-0.12851405622489961,50.55718935896448,0.6377282795516053,6.840934727664831,48
NCT01106625,sf36_pcs,0,0,0,-0.11176470588235295,57.0169591803176,0.42694453964033635,10.44628113492634,20
NCT01106625,sf36_pcs,0,0,1,-0.18333333333333332,57.195284009706164,0.5130213282027202,9.010943630985581,24
NCT01106625,sf36_pcs,0,0,2,-0.3096774193548387,50.1960694700869,0.5692927608933889,9.756686395519074,36
NCT01106625,sf36_pcs,0,1,0,-0.33978494623655914,59.43086685889136,0.684939540713264,7.871605501849235,18
NCT01106625,sf36_pcs,0,1,1,0.014583333333333323,57.873764249337526,0.481852570442015,7.9781756955953975,18
NCT01106625,sf36_pcs,0,1,2,-0.21642512077294684,56.427888498701414,0.5050601202939117,9.152897146372894,40
NCT01106625,sf36_pcs,1,0,0,-0.5423423423423424,59.472625725396966,0.6648423487429297,7.210891006060307,21
NCT01106625,sf36_pcs,1,0,1,-0.16666666666666669,60.1337943045038,0.6688535559934472,9.23824767214542,20
NCT01106625,sf36_pcs,1,0,2,-0.13866666666666666,50.82435845896048,0.4750156937376408,7.730453016920449,27
NCT01106625,sf36_pcs,1,1,0,-0.49215686274509807,58.2666753733533,0.5430961757644098,7.810468930877362,19
NCT01106625,sf36_pcs,1,1,1,-0.34814814814814815,60.68274901063802,0.44167390430328163,6.652552577061692,20
NCT01106625,sf36_pcs,1,1,2,-0.12851405622489961,56.293327145716816,0.6377282795516053,8.3868120943833,48
NCT01106677,sf36_mcs,0,0,0,-0.66,50.56700795751902,0.6440651546013396,7.357386945347009,30
NCT01106677,sf36_mcs,0,0,1,-0.23636363636363636,50.17913130987385,0.5248238899289127,6.476073612583944,22
NCT01106677,sf36_mcs,0,0,2,-0.03783783783783783,48.18840106616091,0.6451223523613043,7.993368476936295,37
NCT01106677,sf36_mcs,0,1,0,-0.5155555555555555,51.02931862921877,0.7050846167166914,7.37892359837643,30
NCT01106677,sf36_mcs,0,1,1,-0.4,51.532992371062605,0.5818511189623005,7.240283318280579,24
NCT01106677,sf36_mcs,0,1,2,-0.17166666666666666,50.27487117558745,0.5840983993908391,6.651043628236093,40
NCT01106677,sf36_mcs,1,0,0,-0.5655555555555556,50.01942154383363,0.5705241475061624,8.02802366925599,60
NCT01106677,sf36_mcs,1,0,1,-0.3309090909090909,48.760062315174636,0.5264937419445471,7.583896861803818,55
NCT01106677,sf36_mcs,1,0,2,-0.16392156862745097,47.265155144072104,0.545355855976906,7.233471927343202,85
NCT01106677,sf36_mcs,1,1,0,-0.49836065573770494,51.92440147986413,0.6196303028451783,6.770029241228295,61
NCT01106677,sf36_mcs,1,1,1,-0.1985185185185185,48.88816208099863,0.6670436644482756,7.683522508031263,45
NCT01106677,sf36_mcs,1,1,2,-0.17062146892655367,49.223369866679946,0.6353894255178268,8.12299103894729,59
NCT01106677,sf36_pcs,0,0,0,-0.66,55.458230057765505,0.6440651546013396,8.675423626997947,30
NCT01106677,sf36_pcs,0,0,1,-0.23636363636363636,54.34708513942642,0.5248238899289127,10.91191576185206,22
NCT01106677,sf36_pcs,0,0,2,-0.03783783783783783,51.06830999972144,0.6451223523613043,9.693487458419247,37
NCT01106677,sf36_pcs,0,1,0,-0.5155555555555555,56.0348442643002,0.7050846167166914,9.92423527667806,30
NCT01106677,sf36_pcs,0,1,1,-0.4,57.844480037272156,0.5818511189623005,6.784951336527841,24
NCT01106677,sf36_pcs,0,1,2,-0.17166666666666666,56.24632443439841,0.5840983993908391,8.912070163494219,40
NCT01106677,sf36_pcs,1,0,0,-0.5655555555555556,56.13458106891727,0.5705241475061624,7.906119277279686,60
NCT01106677,sf36_pcs,1,0,1,-0.3309090909090909,53.094132226998546,0.5264937419445471,8.735718826714363,55
NCT01106677,sf36_pcs,1,0,2,-0.16392156862745097,53.25831282491077,0.545355855976906,8.296417518488896,85
NCT01106677,sf36_pcs,1,1,0,-0.49836065573770494,59.74194279976448,0.6196303028451783,6.795464999584777,61
NCT01106677,sf36_pcs,1,1,1,-0.1985185185185185,55.088744868185174,0.6670436644482756,8.710090619255208,45
NCT01106677,sf36_pcs,1,1,2,-0.17062146892655367,55.10558741575132,0.6353894255178268,9.395943268738684,59
NCT01137812,eq5d_index,0,0,0,-0.48695652173913045,0.9081428571428571,0.8540893390236273,0.0765580078857109,23
NCT01137812,eq5d_index,0,0,1,-0.24393939393939393,0.8719473684210527,0.596794742967574,0.08067383358512262,44
NCT01137812,eq5d_index,0,0,2,-0.13680555555555554,0.8465113636363637,0.5573009133243931,0.10888726578894653,96
NCT01137812,eq5d_index,0,1,0,-0.509090909090909,0.9203018867924528,0.6784591155094627,0.08468961086626414,55
NCT01137812,eq5d_index,0,1,1,-0.16266666666666665,0.9253061224489796,0.5402879890494616,0.07207987585589587,50
NCT01137812,eq5d_index,0,1,2,-0.1290909090909091,0.8738041237113402,0.5890109730897761,0.1044280692605419,110
NCT01137812,eq5d_index,1,0,0,-0.5728395061728395,0.9222083333333333,0.756342810906538,0.0883328582158401,27
NCT01137812,eq5d_index,1,0,1,-0.32727272727272727,0.8886578947368421,0.6731188823924166,0.1049888736230524,44
NCT01137812,eq5d_index,1,0,2,-0.11313131313131314,0.8442409638554217,0.6421657336853833,0.10708380469673248,99
NCT01137812,eq5d_index,1,1,0,-0.41805555555555557,0.9225217391304348,0.6738253357779951,0.08768345571313382,48
NCT01137812,eq5d_index,1,1,1,-0.346031746031746,0.9072432432432432,0.5752318906014328,0.10698426815954594,42
NCT01137812,eq5d_index,1,1,2,-0.11737891737891738,0.8754766355140187,0.5476280845400268,0.09897391935809022,117
NCT01137812,sf36_mcs,0,0,0,-0.48695652173913045,51.35876136009243,0.8540893390236273,8.250745972301157,23
NCT01137812,sf36_mcs,0,0,1,-0.24393939393939393,49.702942771409326,0.596794742967574,8.198446989533215,44
NCT01137812,sf36_mcs,0,0,2,-0.13680555555555554,49.452722557993646,0.5573009133243931,8.086866207373955,96
NCT01137812,sf36_mcs,0,1,0,-0.509090909090909,53.68086902527555,0.6784591155094627,6.537869978736866,55
NCT01137812,sf36_mcs,0,1,1,-0.16266666666666665,53.38093642725737,0.5402879890494616,5.69522070363067,50
NCT01137812,sf36_mcs,0,1,2,-0.1290909090909091,51.51633465112255,0.5890109730897761,7.578446052308425,110
NCT01137812,sf36_mcs,1,0,0,-0.5728395061728395,49.81762235827984,0.756342810906538,8.358921242220742,27
NCT01137812,sf36_mcs,1,0,1,-0.32727272727272727,48.988882927786086,0.6731188823924166,6.65574339096772,44
NCT01137812,sf36_mcs,1,0,2,-0.10266666666666667,49.2174225618631,0.6474274396117989,7.696669136825799,100
NCT01137812,sf36_mcs,1,1,0,-0.41805555555555557,53.768639528432615,0.6738253357779951,7.092706303591964,48
NCT01137812,sf36_mcs,1,1,1,-0.346031746031746,51.64451210674241,0.5752318906014328,6.401837438637057,42
NCT01137812,sf36_mcs,1,1,2,-0.11737891737891738,51.47655943210152,0.5476280845400268,6.916981945278008,117
NCT01137812,sf36_pcs,0,0,0,-0.48695652173913045,58.4022600715376,0.8540893390236273,8.044797204355019,23
NCT01137812,sf36_pcs,0,0,1,-0.24393939393939393,52.506773516797786,0.596794742967574,10.194912315191104,44
NCT01137812,sf36_pcs,0,0,2,-0.13680555555555554,51.231699676032115,0.5573009133243931,9.63448968979504,96
NCT01137812,sf36_pcs,0,1,0,-0.509090909090909,60.51264816365281,0.6784591155094627,6.448485572192068,55
NCT01137812,sf36_pcs,0,1,1,-0.16266666666666665,58.4721098587075,0.5402879890494616,7.29973293226442,50
NCT01137812,sf36_pcs,0,1,2,-0.1290909090909091,54.7207095200595,0.5890109730897761,8.628882004357758,110
NCT01137812,sf36_pcs,1,0,0,-0.5728395061728395,56.983197157022516,0.756342810906538,10.349902005371158,27
NCT01137812,sf36_pcs,1,0,1,-0.32727272727272727,53.70606728799083,0.6731188823924166,9.13555620732563,44
NCT01137812,sf36_pcs,1,0,2,-0.10266666666666667,52.001429360221664,0.6474274396117989,8.827761811480162,100
NCT01137812,sf36_pcs,1,1,0,-0.41805555555555557,60.260829324221916,0.6738253357779951,6.953948374744563,48
NCT01137812,sf36_pcs,1,1,1,-0.346031746031746,55.99206247229678,0.5752318906014328,9.151546146967462,42
NCT01137812,sf36_pcs,1,1,2,-0.11737891737891738,56.10366950109652,0.5476280845400268,8.525693595514273,117
NCT01369329,sf36_mcs,0,0,0,-1.5205673758865248,37.9775897882176,0.7433620320543477,9.030313305206274,47
NCT01369329,sf36_mcs,0,0,1,-1.481609195402299,38.67965448710404,0.6708689896823895,8.178445574853221,58
NCT01369329,sf36_mcs,0,0,2,-1.303448275862069,37.43437235904411,0.9100124204448996,8.563866925035724,29
NCT01369329,sf36_mcs,0,1,0,-1.7413793103448276,40.459228289036666,0.7941381328631388,7.696840765225266,58
NCT01369329,sf36_mcs,0,1,1,-1.488888888888889,40.05149002755584,0.8073734277593312,7.776742276511207,42
NCT01369329,sf36_mcs,0,1,2,-1.0761904761904761,39.39744687811656,0.8289982480307755,6.6681581857026835,21
NCT01369329,sf36_mcs,1,0,0,-1.6033898305084746,39.4553666146806,0.7326458353970788,7.203701426772088,59
NCT01369329,sf36_mcs,1,0,1,-1.4743169398907103,38.341924763997476,0.6995340629893098,7.815340899142603,61
NCT01369329,sf36_mcs,1,0,2,-1.2404040404040404,37.72060777146111,0.8571495710816096,9.895947095116899,33
NCT01369329,sf36_mcs,1,1,0,-1.7173333333333334,41.834585635056754,0.7121313542877025,8.470754565218495,50
NCT01369329,sf36_mcs,1,1,1,-1.5954022988505747,41.588236622503736,0.7609373990234819,7.476660798212785,29
NCT01369329,sf36_mcs,1,1,2,-1.112121212121212,37.88619918321784,0.9995525694556235,7.287515068276111,22
NCT01369329,sf36_pcs,0,0,0,-1.5205673758865248,46.997572750489795,0.7433620320543477,9.15316831905225,47
NCT01369329,sf36_pcs,0,0,1,-1.481609195402299,46.43944621862474,0.6708689896823895,7.840299581896551,58
NCT01369329,sf36_pcs,0,0,2,-1.303448275862069,46.42353932432135,0.9100124204448996,10.709312181285561,29
NCT01369329,sf36_pcs,0,1,0,-1.7413793103448276,51.31320114157351,0.7941381328631388,10.15031435895261,58
NCT01369329,sf36_pcs,0,1,1,-1.488888888888889,49.36127334660761,0.8073734277593312,8.40543338321713,42
NCT01369329,sf36_pcs,0,1,2,-1.0761904761904761,49.72099377028841,0.8289982480307755,8.866517903739227,21
NCT01369329,sf36_pcs,1,0,0,-1.6033898305084746,48.13848557686038,0.7326458353970788,9.02893606834715,59
NCT01369329,sf36_pcs,1,0,1,-1.4743169398907103,46.4152604219629,0.6995340629893098,8.532823614398842,61
NCT01369329,sf36_pcs,1,0,2,-1.2404040404040404,46.32668896600775,0.8571495710816096,9.804990774319002,33
NCT01369329,sf36_pcs,1,1,0,-1.7173333333333334,51.410634106917556,0.7121313542877025,7.933787979018711,50
NCT01369329,sf36_pcs,1,1,1,-1.5954022988505747,52.26569490513766,0.7609373990234819,7.295970991994152,29
NCT01369329,sf36_pcs,1,1,2,-1.112121212121212,47.15179012649151,0.9995525694556235,10.345023751320934,22
NCT01369342,sf36_mcs,0,0,0,-1.2746666666666666,40.64687761000155,0.9251967983333376,8.844651660061944,50
NCT01369342,sf36_mcs,0,0,1,-1.3636363636363638,35.1685652360389,0.7002164167620111,9.657033990077613,33
NCT01369342,sf36_mcs,0,0,2,-1.1133333333333333,40.2811824459789,1.1106106152460988,9.716041579699537,30
NCT01369342,sf36_mcs,0,1,0,-1.534848484848485,44.22364812863872,0.698538694174226,9.33888050019453,44
NCT01369342,sf36_mcs,0,1,1,-1.4631578947368422,42.13834110882522,0.8559907058546619,9.071920823390936,38
NCT01369342,sf36_mcs,0,1,2,-0.968421052631579,39.538910956773044,0.8845361261952558,6.0829485741162515,19
NCT01369342,sf36_mcs,1,0,0,-1.3224489795918368,39.10580034712907,0.9454909501472131,7.437640911832527,49
NCT01369342,sf36_mcs,1,0,1,-1.3274509803921568,39.63081862005922,0.9615318372031364,9.05976122610792,34
NCT01369342,sf36_mcs,1,0,2,-1.05,35.737256919641794,0.9430652048911191,8.615934293467166,24
NCT01369342,sf36_mcs,1,1,0,-1.5333333333333334,40.642432691464364,0.854091193520233,8.564100066385992,62
NCT01369342,sf36_mcs,1,1,1,-1.404040404040404,42.02737848744576,0.8928635882403242,8.28846730003286,33
NCT01369342,sf36_mcs,1,1,2,-1.7030303030303031,41.18801350655778,0.9234542093507814,9.003540871333497,11
NCT01369342,sf36_pcs,0,0,0,-1.2746666666666666,49.588163361844515,0.9251967983333376,9.678990632330747,50
NCT01369342,sf36_pcs,0,0,1,-1.3636363636363638,43.03604840315632,0.7002164167620111,11.1438525969225,33
NCT01369342,sf36_pcs,0,0,2,-1.1133333333333333,47.31121667641405,1.1106106152460988,9.273965318238352,30
NCT01369342,sf36_pcs,0,1,0,-1.534848484848485,53.74526308448567,0.698538694174226,7.990741106191584,44
NCT01369342,sf36_pcs,0,1,1,-1.4631578947368422,52.10460929054195,0.8559907058546619,8.244326166041446,38
NCT01369342,sf36_pcs,0,1,2,-0.968421052631579,50.73806830558127,0.8845361261952558,7.303992904472312,19
NCT01369342,sf36_pcs,1,0,0,-1.3224489795918368,48.21670857639008,0.9454909501472131,9.843843889203074,49
NCT01369342,sf36_pcs,1,0,1,-1.3274509803921568,46.04618791637753,0.9615318372031364,8.578259132820001,34
NCT01369342,sf36_pcs,1,0,2,-1.05,43.17587975546516,0.9430652048911191,10.312488803728263,24
NCT01369342,sf36_pcs,1,1,0,-1.5333333333333334,51.992859208114886,0.854091193520233,9.05288564188215,62
NCT01369342,sf36_pcs,1,1,1,-1.404040404040404,49.19472462634477,0.8928635882403242,9.17309897116476,33
NCT01369342,sf36_pcs,1,1,2,-1.7030303030303031,47.57633496853744,0.9234542093507814,10.638715180416506,11
